globaleventid	sqldate	monthyear	year	fractiondate	actor1code	actor1name	actor1countrycode	actor1knowngroupcode	actor1ethniccode	actor1religion1code	actor1religion2code	actor1type1code	actor1type2code	actor1type3code	actor2code	actor2name	actor2countrycode	actor2knowngroupcode	actor2ethniccode	actor2religion1code	actor2religion2code	actor2type1code	actor2type2code	actor2type3code	isrootevent	eventcode	eventbasecode	eventrootcode	quadclass	goldsteinscale	nummentions	numsources	numarticles	avgtone	actor1geo_type	actor1geo_fullname	actor1geo_countrycode	actor1geo_adm1code	actor1geo_lat	actor1geo_long	actor1geo_featureid	actor2geo_type	actor2geo_fullname	actor2geo_countrycode	actor2geo_adm1code	actor2geo_lat	actor2geo_long	actor2geo_featureid	actiongeo_type	actiongeo_fullname	actiongeo_countrycode	actiongeo_adm1code	actiongeo_lat	actiongeo_long	actiongeo_featureid	dateadded	sourceurl	record	url	authors	keywords	eventcode_1	eventdesc_1	eventbase	eventbasedesc	eventroot	eventrootdesc
530553717	20160414	201604	2016	2016.2849	EDU	PUPIL						EDU													0	071	071	07	2	7.4	10	1	10	-0.56818181818182	4	Leicester, Leicester, United Kingdom	UK	UKH4	52.6333	-1.13333	-2600961	0							4	Leicester, Leicester, United Kingdom	UK	UKH4	52.6333	-1.13333	-2600961	20160414	http://schoolsweek.co.uk/council-seeks-pfi-safety-assurances-after-scottish-school-collapse/	255	http://schoolsweek.co.uk/council-seeks-pfi-safety-assurances-after-scottish-school-collapse/	[]	['firm', 'pfi', 'council', 'leicester', 'built', 'school', 'contracts', 'private', 'seeks', 'assurances', 'schools', 'miller', 'safety']	071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
530651798	20160414	201604	2016	2016.2849											CHN	CHINA	CHN								1	130	130	13	3	-4.4	6	1	6	-2.03252032520325	0							4	Hainan, Hainan, China	CH	CH31	18.9394	109.484	6025157	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20160414	http://foreignpolicyblogs.com/2016/04/14/will-beijing-declare-another-air-defense-zone/	93	http://foreignpolicyblogs.com/2016/04/14/will-beijing-declare-another-air-defense-zone/	['Gary Sands', 'Gary Sands Is A Senior Analyst At Wikistrat', 'A Crowdsourced Consultancy', 'A Director At Highway West Capital Advisors', 'A Venture Capital', 'Project Finance', 'Political Risk Advisory. He Has Contributed A Number Of Op-Eds For Forbes', 'U.S. News', 'World Report', 'Newsweek']	['beijing', 'air', 'lei', 'declare', 'airspace', 'set', 'zone', 'aircraft', 'defense', 'chinese', 'south', 'china', 'sea', 'adiz']	130	Threaten, not specified below	130	Threaten, not specified below	130	Threaten, not specified below
528390126	20160407	201604	2016	2016.2658	USA	UNITED STATES	USA								USAELIBUS	GEORGE SOROS	USA					ELI	BUS		1	040	040	04	1	1.0	3	3	3	-0.63058442057709	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20160407	http://www.businessinsider.com/osama-bin-laden-al-qaeda-gold-2016-4	92	http://www.businessinsider.com/osama-bin-laden-al-qaeda-gold-2016-4	['Pamela Engel']	['2010', 'invest', 'times', 'encouraged', 'alrahman', 'gold', 'ransom', 'released', 'laden', 'bin', 'letter', 'newly', 'yuan', 'price', 'ounce', 'leaders', 'qaeda', 'money']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
530461889	20160414	201604	2016	2016.2849	CHN	CHINA	CHN								NGAGOV	NIGERIA	NGA					GOV			1	040	040	04	1	1.0	4	1	4	0	1	China	CH	CH	35	105	CH	4	Buhari, Kano, Nigeria	NI	NI29	11.4148	8.25082	-2008713	4	Buhari, Kano, Nigeria	NI	NI29	11.4148	8.25082	-2008713	20160414	http://www.dailytrust.com.ng/news/general/buhari-assures-on-mambilla-power-project/142474.html					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
537382673	20160505	201605	2016	2016.3425	LEG	SENATE						LEG			JUD	ADVOCATE						JUD			0	071	071	07	2	7.4	12	1	6	4.26229508196722	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20160505	http://www.cnweekly.com/articles/2016/05/05/news/doc572a31cf06f4d201735937.txt	256	http://www.cnweekly.com/articles/2016/05/05/news/doc572a31cf06f4d201735937.txt	['Glenn Griffithggriffith Digitalfirstmedia.Com Cnweekly On Twitter', 'Glenn Griffith']	['near', 'springs', 'announces', 'sunny', 'mph', 'hugh', 'farley', 'nw', 'snow', 'run', 'sen', 'morning', 'winds', 'temps', '15', 'fall']	071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
539497465	20160512	201605	2016	2016.3616	GOV	STATE OFFICIAL						GOV			JUD	LAWYER						JUD			0	013	013	01	1	0.4	6	1	6	-6.72097759674134	2	Utah, United States	US	USUT	40.1135	-111.854	UT	2	Utah, United States	US	USUT	40.1135	-111.854	UT	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20160512	http://www.scmp.com/news/world/united-states-canada/article/1944032/when-do-foetuses-feel-pain-question-puts-utah	166	http://www.scmp.com/news/world/united-states-canada/article/1944032/when-do-foetuses-feel-pain-question-puts-utah	['Tribune News Service', 'Updated', 'Jul']	['statehouse', 'dr', 'doctors', 'question', 'obstetriciangynaecologist', 'foetuses', 'poses', 'puts', 'leah', 'ap', 'torres', 'abortion', 'feel', 'utah', 'law', 'odds', 'pain']	013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
537517251	20160505	201605	2016	2016.3425	MEDBUS	TELEVISION						MED	BUS		BUS	BOSS						BUS			1	040	040	04	1	1.0	3	1	3	2.60723296888142	1	France	FR	FR	46	2	FR	1	France	FR	FR	46	2	FR	1	France	FR	FR	46	2	FR	20160505	http://www.yorkshirepost.co.uk/news/analysis/interview-attenborough-at-90-1-7895467	94	http://www.yorkshirepost.co.uk/news/analysis/interview-attenborough-at-90-1-7895467	[]	['young', 'bbc', 'attenborough', 'david', '90', 'making', 'interview', 'animals', 'world', 'series', 'programmes', 'knew']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
541975854	20160519	201605	2016	2016.3808	IRL	IRELAND	IRL																		1	080	080	08	2	5.0	8	1	4	-0.390625	4	Killarney, Kerry, Ireland	EI	EI11	52.05	-9.51667	-1503761	0							4	Killarney, Kerry, Ireland	EI	EI11	52.05	-9.51667	-1503761	20160519	http://www.the42.ie/irish-open-weather-2778058-May2016/	95	http://www.the42.ie/irish-open-weather-2778058-May2016/	['Emma Duffy']	['par', 'tees', 'winner', 'lowry', 'shots', 'shot', 'conditions', 'miserable', 'surprise', 'improved', 'irish', 'james', 'open', 'champion', 'course', 'wirepress']	080	Yield, not specified below 	080	Yield, not specified below 	080	Yield, not specified below 
546574135	20160602	201606	2016	2016.4164	MED	BLOG						MED			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	261	55	261	-6.31766233374611	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	20160602	http://www.kztv10.com/story/32123318/the-latest-blog-post-calls-ucla-shooting-victim-sick-guy					112	Accuse, not specified below	112	Accuse, not specified below	112	Accuse, not specified below
555242715	20160630	201606	2016	2016.4932	SLVELI	FRANCISCO FLORES	SLV					ELI			HND	HONDURAS	HND								0	040	040	04	1	1.0	1	1	1	-7.43801652892562	4	Roatan, Departamento de Islas de la Bahia, Honduras	HO	HO11	16.3	-86.55	-1128476	4	Roatan, Departamento de Islas de la Bahia, Honduras	HO	HO11	16.3	-86.55	-1128476	4	Roatan, Departamento de Islas de la Bahia, Honduras	HO	HO11	16.3	-86.55	-1128476	20160630	http://www.wsj.com/articles/u-s-indicts-honduran-linked-to-cocaine-smuggling-ring-1467243384					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
553347489	20160623	201606	2016	2016.4740	USA	UNITED STATES	USA								LEG	LAWMAKER						LEG			0	013	013	01	1	0.4	2	1	2	-3.00751879699248	3	Longview, Washington, United States	US	USWA	46.1382	-122.938	1506304	3	Longview, Washington, United States	US	USWA	46.1382	-122.938	1506304	3	Longview, Washington, United States	US	USWA	46.1382	-122.938	1506304	20160623	http://www.kltv.com/story/32294114/lewis-who-shed-blood-for-civil-rights-leads-dems-on-guns					013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
424043297	20150409	201504	2015	2015.2712											HLH	NURSE						HLH			1	031	031	03	1	5.2	12	2	12	-3.83693045563549	0							2	Iowa, United States	US	USIA	42.0046	-93.214	IA	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	20150409	http://www.iowafarmertoday.com/news/crop/anhydrous-injury-survivors-share-stories/article_42711474-de0e-11e4-b5ff-bfc3d0920e11.html					031	Express intent to engage in material cooperation,  not specified below	031	Express intent to engage in material cooperation,  not specified below	031	Express intent to engage in material cooperation,  not specified below
435042544	20150521	201505	2015	2015.3863	MED	SPOKESMAN						MED			GBR	UNITED KINGDOM	GBR								1	013	013	01	1	0.4	4	1	4	-2.20125786163522	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	20150521	http://www.irishcentral.com/news/police-use-ice-cream-music-to-embarrass-teen-rioters-in-belfast-95103964-237697751.html	181	http://www.irishcentral.com/news/police-use-ice-cream-music-to-embarrass-teen-rioters-in-belfast-95103964-237697751.html	['Dara Kelly']	['teenagers', 'used', 'street', 'rioters', 'way', 'teen', 'music', 'cream', 'embarrass', 'ice', 'taken', 'belfast', 'youths', 'action', 'officer', 'gang', 'psni']	013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
436688714	20150528	201505	2015	2015.4055	RUS	RUSSIA	RUS								CHN	CHINA	CHN								1	040	040	04	1	1.0	2	1	2	-1.06100795755969	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	1	China	CH	CH	35	105	CH	2	California, United States	US	USCA	36.17	-119.746	CA	20150528	Kyodo News Service, Tokyo/BBC Monitoring/(c) BBC					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
440090509	20150611	201506	2015	2015.4411	CVL	TOURIST						CVL													1	112	112	11	3	-2.0	5	1	5	-3.27132777421424	1	Canada	CA	CA	60	-95	CA	0							1	Canada	CA	CA	60	-95	CA	20150611	http://mediaandlife.com/blog/tourist-arrested-over-nude-photo-blamed-for-causing-quake/					112	Accuse, not specified below	112	Accuse, not specified below	112	Accuse, not specified below
427861896	20150423	201504	2015	2015.3096	USA	MARYLAND	USA								PAK	PAKISTAN	PAK								1	071	071	07	2	7.4	1	1	1	-0.96153846153846	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	4	Lahore, Punjab, Pakistan	PK	PK04	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	31.5497	74.3436	-2767043	20150423	http://www.ibtimes.co.uk/who-was-warren-weinstein-jewish-professor-aid-worker-killed-us-drone-strike-against-al-qaeda-1498020	271	http://www.ibtimes.co.uk/who-was-warren-weinstein-jewish-professor-aid-worker-killed-us-drone-strike-against-al-qaeda-1498020	['Orlando Crowcroft']	['lahore', 'weinstein', 'pakistan', 'strike', 'worker', 'killed', 'warren', 'obama', 'working', 'spent', 'drone', 'al', 'jewish', 'development', 'world', 'qaeda', 'professor']	071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
431381357	20150507	201505	2015	2015.3479	MIL	SERVICEMEN						MIL													0	080	080	08	2	5.0	2	1	2	-1.70068027210885	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	0							4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20150507	http://www.huffingtonpost.ca/2015/05/07/ve-day-how-it-unfolded-_n_7230114.html					080	Yield, not specified below 	080	Yield, not specified below 	080	Yield, not specified below 
434880121	20150514	201505	2015	2015.3671											GOV	TRADE MINIST						GOV			1	040	040	04	1	1.0	10	1	10	0.78740157480315	0							1	New Zealand	NZ	NZ	-41	174	NZ	1	New Zealand	NZ	NZ	-41	174	NZ	20150521	http://www.newstalkzb.co.nz/news/national/trade-ministers-tppa-meeting-called-off/	136	http://www.newstalkzb.co.nz/news/national/trade-ministers-tppa-meeting-called-off/	['Laura Heathcote']	['spokesman', 'week', 'whats', 'tppa', 'negotiators', 'zealand', 'meeting', 'authority', 'negotiations', 'ministers', 'tpp', 'called', 'theres', 'trade']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
445434973	20150702	201507	2015	2015.4986	MIL	SECURITY PERSONNEL						MIL													0	0332	033	03	1	5.2	2	1	2	-5.16241299303944	5	Makati City, San Pedro Makati, Philippines	RP	RPK4	14.5548	121.019	-2436127	0							5	Makati City, San Pedro Makati, Philippines	RP	RPK4	14.5548	121.019	-2436127	20150702	http://www.brudirect.com/0-southeast-asia/southeast-asia-philippines/item/28161-mayor-binay-steps-down					0332	Express intent to provide military aid	0332	Express intent to provide military aid	0332	Express intent to provide military aid
451664171	20150723	201507	2015	2015.5562	NGOUSA	ARMENIAN ASSEMBLY OF AMERICA	USA					NGO			GOV	MINIST OF FOREIGN AFFAIRS						GOV			1	040	040	04	1	1.0	1	1	1	-1.16279069767442	1	Armenia	AM	AM	40	45	AM	1	Armenia	AM	AM	40	45	AM	1	Armenia	AM	AM	40	45	AM	20150723	http://news.am/eng/news/278298.html	140	http://news.am/eng/news/278298.html	[]	['armenia', 'armenian', 'karabakh', 'pms', 'expresident', 'fm', 'delegation', 'assembly', 'secretary', 'visits', 'receives', 'kocharyan', 'president', 'visit', 'america', 'state']	040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
443832281	20150625	201506	2015	2015.4795	USA	NEW YORK	USA								IGOUNO	THE UN		UNO				IGO			0	040	040	04	1	1.0	1	1	1	6.2015503875969	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	South Korea	KS	KS	37	127.5	KS	1	South Korea	KS	KS	37	127.5	KS	20150625	http://www.bahamaislandsinfo.com/index.php?option=com_content&view=article&id=21337:19th-conference-of-commonwealth-education-ministers-ministerial-meetings-begin&catid=34:Bahamas%20National%20News&Itemid=147					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
449504931	20150716	201507	2015	2015.5370	FRA	CHAMPAGNE	FRA																		1	013	013	01	1	0.4	5	1	5	-0.83333333333334	2	Florida, United States	US	USFL	27.8333	-81.717	FL	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	20150716	http://tbo.com/list/columns-jbrown/highest-court-must-settle-redistricting-20150715/					013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
453673331	20150730	201507	2015	2015.5753	BUS	COMPANY						BUS			LAB	EMPLOYEE						LAB			1	192	192	19	4	-9.5	5	1	5	1.23456790123457	3	San Antonio, Texas, United States	US	USTX	29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX	29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX	29.4241	-98.4936	1380951	20150730	http://www.wwmt.com/template/inews_wire/wires.regional.mi/244d014e-www.wwmt.com.shtml					192	Occupy territory	192	Occupy territory	192	Occupy territory
461468990	20150827	201508	2015	2015.6493	LAB	EMPLOYEE						LAB			BUS	COMPANY						BUS			1	013	013	01	1	0.4	6	1	6	-3.86904761904762	1	Spain	SP	SP	40	-4	SP	1	Spain	SP	SP	40	-4	SP	1	Spain	SP	SP	40	-4	SP	20150827	http://www.independent.com.mt/articles/2015-08-27/local-news/UHM-claims-MPT-mechanics-being-intimidated-management-trying-to-change-their-work-conditions-6736141168	188	http://www.independent.com.mt/articles/2015-08-27/local-news/UHM-claims-MPT-mechanics-being-intimidated-management-trying-to-change-their-work-conditions-6736141168	[]	['intimidated', 'conditions', 'uhm', 'change', 'workers', 'vella', 'trying', 'treated', 'work', 'management', 'mpt', 'union', 'company', 'working', 'way', 'mechanics', 'claims']	013	Make optimistic comment	013	Make optimistic comment	013	Make optimistic comment
467570886	20150917	201509	2015	2015.7041	AFR	AFRICA	AFR																		1	071	071	07	2	7.4	12	2	12	0.30326222924485	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	-17.8178	31.0447	-2312291	0							4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	-17.8178	31.0447	-2312291	20150917	http://www.thezimbabwedaily.com/zimbabwe/37045-magaya-says-he-is-a-trillionaire-donates-90-pct-of-his-earnings.html					071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
471882782	20150924	201509	2015	2015.7233	USA	UNITED STATES	USA																		1	071	071	07	2	7.4	4	1	4	0.21186440677966	3	Navajo County, Arizona, United States	US	USAZ	36.9375	-110.813	42808	0							3	Navajo County, Arizona, United States	US	USAZ	36.9375	-110.813	42808	20151001	http://www.azjournal.com/2015/09/30/homeland-security-grant-upgrades-countys-emergency-equipment/	275	http://www.azjournal.com/2015/09/30/homeland-security-grant-upgrades-countys-emergency-equipment/	[]	['form', 'business', 'azjournalcom', '24', 'hours', 'domain', 'experts', 'price', 'hoursfill']	071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
476174468	20151015	201510	2015	2015.7808											IGOSASSAA	SAARC	SAS	SAA				IGO			1	062	062	06	2	7.4	20	1	20	-0.35335689045937	0							4	Ghaziabad, Uttar Pradesh, India	IN	IN36	28.6667	77.4333	-2096227	4	Ghaziabad, Uttar Pradesh, India	IN	IN36	28.6667	77.4333	-2096227	20151015	http://www.thehindu.com/news/national/tamil-nadu/ndrf-plants-joint-exercise-in-saarc-countries/article7763448.ece	364	http://www.thehindu.com/news/national/tamil-nadu/ndrf-plants-joint-exercise-in-saarc-countries/article7763448.ece	['Kamala Harris S Ancestral Village Celebrates Her Inauguration Through The Day']	['countries', 'plants', 'training', 'rescue', 'joint', 'management', 'singh', 'ndrf', 'disaster', 'week', 'battalion', 'dogs', 'saarc', 'exercise']	062	Cooperate militarily	062	Cooperate militarily	062	Cooperate militarily
476342957	20151015	201510	2015	2015.7808	RUS	RUSSIAN	RUS								IRN	IRANIAN	IRN								0	057	057	05	1	8.0	2	1	2	-2.66729059429106	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	1	Iran	IR	IR	32	53	IR	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20151015	http://www.ruthfullyyours.com/2015/10/15/walter-russell-mead-nicholas-m-gallagher-the-middle-east-breakdown-continues/	190	http://www.ruthfullyyours.com/2015/10/15/walter-russell-mead-nicholas-m-gallagher-the-middle-east-breakdown-continues/	['Ruth King']	['putin', 'middle', 'nicholas', 'president', 'iran', 'continues', 'mead', 'deal', 'walter', 'breakdown', 'nuclear', 'm', 'syria', 'east', 'russia', 'obama', 'russell', 'gallagher']	057	Sign formal agreement	057	Sign formal agreement	057	Sign formal agreement
476178918	20151015	201510	2015	2015.7808	AUSGOV	NEW SOUTH WALES	AUS					GOV													1	071	071	07	2	7.4	10	1	10	-7.28813559322034	1	Australia	AS	AS	-27	133	AS	0							1	Australia	AS	AS	-27	133	AS	20151015	http://www.abc.net.au/news/2015-10-15/tapp-drum-interview-new-domestic-violence-funding/6856250	276	http://www.abc.net.au/news/2015-10-15/tapp-drum-interview-new-domestic-violence-funding/6856250	[]	['understand', 'services', 'programs', 'changer', 'specialist', 'drum', 'domestic', 'game', 'need', 'funding', 'violence', 'interview', 'willis', 'sexual', 'nsw']	071	Provide economic aid	071	Provide economic aid	071	Provide economic aid
476413099	20151015	201510	2015	2015.7808											IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			0	040	040	04	1	1.0	10	1	10	-1.47737765466298	0							1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20151015	http://www.out-law.com/en/articles/2015/october/regulatory-interventions-in-platforms-market-should-be-linked-to-consumer-harm-says-uk-authority/					040	Consult, not specified below	040	Consult, not specified below	040	Consult, not specified below
